name;age;sex;marital-status;occupation;coord
Mr. William Baker;52;Male;Married-civ-spouse;Exec-managerial;50.84686::4.34666
Daniel Castaneda;20;Male;Never-married;Handlers-cleaners;50.83914::2.87528
Jamie Humphrey;28;Female;Never-married;Other-service;50.92165::3.87520
Benjamin Collins;50;Male;Married-civ-spouse;Protective-serv;50.89073::4.69932
Carrie Lawrence;34;Female;Divorced;Tech-support;50.47747::3.94364
Timothy Gardner;28;Male;Married-civ-spouse;Handlers-cleaners;50.38543::4.57818
John Johnson;41;Male;Married-civ-spouse;Exec-managerial;50.32210::4.37234
Joshua Skinner;28;Male;Married-civ-spouse;Adm-clerical;50.84464::5.52071
Michael Sawyer;46;Male;Married-civ-spouse;Craft-repair;51.10815::2.94584
Brett Hobbs;32;Male;Married-civ-spouse;Exec-managerial;51.03208::4.19263
Miss Jill Hudson;41;Female;Divorced;Other-service;50.96986::4.89431
Michele Fields;24;Female;Never-married;Handlers-cleaners;51.00227::3.20774
Anna Cruz;33;Female;Divorced;Exec-managerial;50.86816::4.08649
Johnny Diaz;46;Male;Married-civ-spouse;Exec-managerial;50.88722::4.71908
Tony Singh Jr.;31;Male;Married-civ-spouse;Machine-op-inspct;50.07265::4.54983
Edward Wilson;35;Male;Divorced;Craft-repair;50.96138::3.13225
Alex Oliver;52;Male;Married-civ-spouse;Machine-op-inspct;51.20746::4.45456
Courtney Haynes;30;Female;Never-married;Other-service;50.87665::4.70877
Ian Davidson;34;Male;Separated;Machine-op-inspct;51.13507::4.90983
Jennifer Rhodes;34;Female;Divorced;Transport-moving;49.86174::4.92934
Ryan Becker;20;Male;Married-civ-spouse;Sales;50.58934::5.86218
Andrew Williams;17;Male;Never-married;Handlers-cleaners;50.97581::3.72715
Elizabeth Randolph;32;Female;Married-civ-spouse;Exec-managerial;50.79895::3.19209
Glenn Green;29;Male;Divorced;Farming-fishing;51.14749::3.14667
Valerie Tapia;33;Female;Never-married;Craft-repair;51.19144::5.13804
Larry Baker;25;Male;Married-civ-spouse;Transport-moving;51.25017::4.43292
Adam Sullivan;36;Male;Never-married;Prof-specialty;50.87404::4.70208
Steven Moore;23;Male;Never-married;Handlers-cleaners;50.64222::5.58133
Kenneth Becker;63;Male;Married-civ-spouse;Exec-managerial;51.21702::4.10637
Brett Matthews;47;Male;Married-civ-spouse;Prof-specialty;50.71354::5.69319
Tonya Brown;40;Female;Married-spouse-absent;Prof-specialty;50.46564::4.51974
Pamela Tapia;30;Female;Married-civ-spouse;Other-service;50.55374::4.70218
Keith Sweeney;27;Male;Never-married;Craft-repair;50.73495::3.20643
Craig Wade;33;Male;Married-civ-spouse;Prof-specialty;51.14651::4.09241
Dr. Raymond Kaufman;34;Male;Never-married;Farming-fishing;51.07325::4.03975
Patricia Rice;34;Female;Never-married;Protective-serv;51.19325::4.56425
Jason Long;23;Male;Married-civ-spouse;Adm-clerical;51.02674::4.44117
April Conway;42;Female;Married-civ-spouse;Adm-clerical;51.14022::5.59063
Johnny Smith;29;Male;Never-married;Prof-specialty;51.16460::4.42947
Michelle Taylor;45;Female;Divorced;Adm-clerical;50.19834::5.01423
Timothy Gardner;24;Male;Never-married;Armed-Forces;51.21757::4.39593
Christian Harris;44;Male;Married-civ-spouse;Prof-specialty;50.87060::4.37334
Paul Bell;27;Male;Never-married;Craft-repair;50.18293::6.11645
Christopher Watts;20;Male;Never-married;Sales;51.18748::4.56708
Sarah Vaughn;44;Female;Widowed;Exec-managerial;50.45855::4.20551
Ryan Bowman;51;Male;Married-civ-spouse;Craft-repair;51.05362::3.57466
Robert Bennett;20;Male;Married-civ-spouse;Machine-op-inspct;50.84936::3.60026
Crystal Taylor;19;Female;Never-married;Machine-op-inspct;50.82400::4.38282
Robert Taylor;45;Male;Married-civ-spouse;Craft-repair;50.43566::3.86402
John Vazquez;60;Male;Married-civ-spouse;Craft-repair;51.21780::3.21763
Michelle Dunlap;44;Female;Married-civ-spouse;Sales;49.68512::5.81560
Eric King II;40;Male;Married-civ-spouse;Machine-op-inspct;50.83754::4.49458
Kimberly Andrews;30;Female;Married-civ-spouse;Exec-managerial;51.03027::4.00252
Daniel Bradley;38;Male;Married-civ-spouse;Transport-moving;50.89964::4.20840
Michael Thompson;23;Male;Married-civ-spouse;Transport-moving;51.20166::4.44048
Adam Hopkins;44;Male;Never-married;Farming-fishing;51.20562::4.40377
Jay Anderson;54;Male;Married-civ-spouse;Transport-moving;50.95512::4.74781
Richard Price;32;Male;Married-civ-spouse;Prof-specialty;50.81033::3.17724
Steven Dixon;50;Male;Married-spouse-absent;Craft-repair;51.06752::4.35924
Tammy Mathews;24;Female;Never-married;Tech-support;49.58897::5.72510
Taylor Moore;37;Female;Married-civ-spouse;Adm-clerical;50.88992::3.44203
Victor Reynolds;52;Male;Divorced;Transport-moving;51.11689::5.36524
Alexander Garza;38;Male;Married-civ-spouse;Transport-moving;50.84835::4.41964
Anthony Herman;49;Male;Married-civ-spouse;Exec-managerial;51.15808::2.76785
Lisa Sanchez;30;Female;Married-civ-spouse;Tech-support;51.09354::4.07585
Stephen Stewart;60;Male;Never-married;Prof-specialty;50.85712::2.88603
Alexander Lambert;35;Male;Never-married;Craft-repair;51.25888::5.05820
Kyle Logan;30;Male;Never-married;Transport-moving;49.70674::5.26097
Brandy Carroll;67;Female;Divorced;Other-service;51.03887::3.72594
Amanda Bishop MD;46;Female;Never-married;Craft-repair;51.19135::2.82343
Samuel Wright;17;Male;Never-married;Other-service;50.94437::2.63198
Charles Fritz;22;Male;Never-married;Handlers-cleaners;50.85326::4.78601
Andrew Macdonald;27;Male;Never-married;Other-service;51.22195::4.41394
Catherine Hale;23;Female;Never-married;Other-service;51.18729::5.10468
Charles Morrison;33;Male;Married-civ-spouse;Craft-repair;51.21119::2.87505
Larry Johnson;43;Male;Married-civ-spouse;Craft-repair;51.30009::4.73262
Oscar Garcia;28;Male;Never-married;Prof-specialty;51.29724::3.08501
Erin Kennedy;41;Female;Married-spouse-absent;Craft-repair;50.97596::5.06261
Nicole Jones;25;Female;Married-spouse-absent;Adm-clerical;51.18772::2.81515
David Hudson;59;Male;Married-civ-spouse;Transport-moving;50.83749::4.46268
Madeline Shelton;45;Female;Divorced;Prof-specialty;50.64208::3.28309
Samuel King;38;Male;Married-civ-spouse;Sales;50.88127::4.69999
Christy Bray;40;Female;Never-married;Other-service;50.75043::5.21290
Brian Davis;46;Male;Divorced;Adm-clerical;51.35559::4.40353
Laura Barton;35;Female;Never-married;Exec-managerial;50.52930::5.20148
Jamie Powers;34;Female;Divorced;Prof-specialty;51.07648::4.27995
Anthony Chan;33;Male;Never-married;Craft-repair;51.19107::4.14252
Jennifer Weaver;41;Female;Divorced;Adm-clerical;51.07262::4.84432
Cody Valdez;20;Male;Never-married;Machine-op-inspct;50.60869::4.65850
Michael Chambers;23;Male;Never-married;Other-service;50.93278::5.32789
Lisa Lopez;26;Female;Never-married;Prof-specialty;51.17584::4.98449
Robert Roberson;23;Male;Never-married;Farming-fishing;51.17920::4.43781
Christopher Goodman;62;Male;Married-civ-spouse;Transport-moving;51.09856::4.94497
Jeffrey Jones;52;Male;Married-civ-spouse;Adm-clerical;50.71413::4.62506
Stephanie Knapp;58;Female;Divorced;Other-service;50.53824::5.81122
Donna Walker;25;Female;Never-married;Sales;50.89881::4.75230
Zachary Steele;24;Male;Never-married;Exec-managerial;50.88706::4.71909
Harold Jones;19;Male;Never-married;Protective-serv;51.31579::4.88741
Brandon Lawson;43;Male;Married-civ-spouse;Exec-managerial;50.41409::4.15515
Tara Davis;47;Female;Separated;Adm-clerical;51.12045::4.82233
Karen Watson;39;Female;Divorced;Other-service;51.23544::2.94068
Dillon Matthews;49;Male;Married-spouse-absent;Handlers-cleaners;51.38986::4.76059
Oscar Robbins;32;Male;Never-married;Craft-repair;51.02912::3.04363
Christopher Edwards;34;Male;Married-civ-spouse;Prof-specialty;50.70151::5.49617
Jonathan Mcgee;28;Male;Divorced;Craft-repair;50.85104::4.30628
Jennifer Dunlap;25;Female;Never-married;Adm-clerical;50.81021::4.36669
Ryan Green;34;Male;Married-civ-spouse;Prof-specialty;50.41366::4.37937
Joshua Hester;38;Male;Married-civ-spouse;Exec-managerial;51.21393::2.87580
Sean Harris;50;Male;Married-civ-spouse;Exec-managerial;51.08567::3.44919
Anthony Golden;24;Male;Divorced;Handlers-cleaners;50.46900::4.89086
Edwin Harvey;37;Male;Married-civ-spouse;Tech-support;51.11780::5.26396
Micheal Riggs;44;Male;Divorced;Machine-op-inspct;51.20941::4.32427
Mallory Reid;28;Female;Married-civ-spouse;Sales;49.91725::5.39246
Edward Williams;42;Male;Married-civ-spouse;Exec-managerial;50.97914::2.99499
Rebecca Lopez;74;Female;Divorced;Adm-clerical;50.84197::4.29744
Kevin Savage DDS;38;Male;Married-civ-spouse;Craft-repair;50.78230::4.71545
Dale Combs;44;Male;Married-civ-spouse;Prof-specialty;50.59691::4.37340
Rebecca Gardner;44;Female;Divorced;Machine-op-inspct;51.16397::5.01822
John Sawyer;26;Male;Never-married;Machine-op-inspct;51.18380::3.02017
Adam Freeman DDS;36;Male;Married-civ-spouse;Other-service;50.08872::4.33027
Mary Brown;41;Female;Married-civ-spouse;Exec-managerial;51.04822::4.21163
Joseph Frost;67;Male;Married-civ-spouse;Prof-specialty;51.18519::3.55826
Eric Wagner;39;Male;Married-civ-spouse;Tech-support;51.29190::4.57408
Alexandria Wells;57;Female;Widowed;Priv-house-serv;51.06774::3.74968
Reginald Carson;29;Male;Separated;Craft-repair;51.15545::4.47821
Sandra Chavez;31;Female;Never-married;Farming-fishing;51.13792::4.56524
Ryan Edwards;44;Male;Married-civ-spouse;Transport-moving;50.98876::3.32474
Barry Dillon;29;Male;Never-married;Prof-specialty;50.82750::4.32802
Jean Santiago;30;Female;Never-married;Handlers-cleaners;50.78138::4.86793
Dakota Long;27;Male;Never-married;Transport-moving;50.86377::5.57853
Douglas Hall;27;Male;Married-civ-spouse;Sales;51.12748::2.66300
Cindy Cardenas;32;Female;Never-married;Handlers-cleaners;50.70289::5.64706
Tina Santos;58;Female;Married-civ-spouse;Other-service;50.85811::2.87351
Dr. Daniel Archer;35;Male;Married-civ-spouse;Protective-serv;50.70469::4.52008
Ronnie Vaughan;21;Male;Never-married;Handlers-cleaners;50.67886::4.26417
David Garcia PhD;28;Male;Never-married;Craft-repair;50.60031::5.46426
Derek Cunningham;46;Male;Divorced;Exec-managerial;50.84770::2.71204
Barbara White;36;Female;Separated;Other-service;50.59493::5.50598
Emily Walton;72;Female;Widowed;Adm-clerical;51.13022::5.78168
Christine Owens;35;Female;Married-civ-spouse;Machine-op-inspct;51.19990::4.43979
Jessica Johnson;33;Female;Divorced;Craft-repair;51.23360::2.91890
Victoria Vaughn;69;Female;Never-married;Machine-op-inspct;50.90364::4.31567
Jonathan Strickland;35;Male;Married-civ-spouse;Machine-op-inspct;50.44338::3.81119
Megan Washington;34;Female;Married-civ-spouse;Tech-support;50.30919::4.87917
Wyatt Taylor;30;Male;Married-civ-spouse;Other-service;50.08273::5.66545
Benjamin Bender;28;Male;Never-married;Transport-moving;51.29946::3.08087
Daniel Estes;54;Male;Married-civ-spouse;Sales;50.73130::3.42008
Jeffrey Johnson;47;Male;Married-civ-spouse;Prof-specialty;49.55575::5.54308
Lisa Gomez;24;Female;Never-married;Handlers-cleaners;51.04084::3.74537
Joshua Lopez;52;Male;Married-civ-spouse;Prof-specialty;50.64538::5.59959
Dylan Singh;20;Male;Never-married;Handlers-cleaners;50.43361::4.19937
Cristian Young;43;Male;Married-civ-spouse;Exec-managerial;50.63999::5.57978
Beverly Bradshaw;45;Female;Separated;Other-service;51.06121::5.15626
Joshua Lee;29;Male;Separated;Craft-repair;51.08531::5.11237
Adam Madden;47;Male;Divorced;Exec-managerial;50.88725::5.27160
Jesse Bell;24;Male;Never-married;Craft-repair;50.97787::4.97503
Willie Hart;51;Male;Married-civ-spouse;Prof-specialty;50.93214::4.54236
Jason Stokes;17;Male;Never-married;Sales;50.82601::3.18234
Albert Rodriguez;37;Male;Married-civ-spouse;Craft-repair;50.58288::5.86723
Brandy Jackson;27;Female;Never-married;Prof-specialty;50.56308::5.59667
Luis Smith;29;Male;Married-civ-spouse;Exec-managerial;50.85014::4.40864
Christina Wagner;36;Female;Divorced;Sales;50.72611::4.91381
Elizabeth Bates;58;Female;Never-married;Prof-specialty;51.17275::4.15099
Jamie Armstrong;26;Male;Married-civ-spouse;Craft-repair;50.92439::5.60551
Willie Chen;57;Male;Married-civ-spouse;Sales;50.94808::3.12044
Brian Berg;59;Male;Married-civ-spouse;Craft-repair;50.81135::4.35619
Jacob Vincent;27;Male;Married-civ-spouse;Machine-op-inspct;51.07695::4.50804
Christopher Rodriguez;31;Male;Never-married;Tech-support;51.03084::4.10245
Emily Maddox;21;Female;Never-married;Sales;50.51643::4.90919
Thomas Mckay;29;Male;Never-married;Adm-clerical;50.82216::4.51328
Dennis Anderson;18;Male;Never-married;Other-service;51.20415::4.34245
Dennis Kelly;52;Male;Married-civ-spouse;Craft-repair;50.77637::3.23249
Anthony Mcgee;57;Male;Divorced;Prof-specialty;50.61121::5.67363
Mr. Tyler Marshall;60;Male;Never-married;Transport-moving;50.93993::4.01962
Mark Hernandez;31;Male;Married-civ-spouse;Prof-specialty;50.70531::4.55470
Gabrielle Murphy;23;Female;Never-married;Adm-clerical;51.09959::3.63210
Troy White;27;Male;Never-married;Sales;50.87059::4.01876
Dennis Ayala;42;Male;Married-civ-spouse;Prof-specialty;50.41859::4.85788
David George;25;Male;Never-married;Tech-support;50.64406::5.59807
Norma Griffin DDS;49;Female;Never-married;Prof-specialty;50.88815::5.65557
Michael Powers;32;Male;Never-married;Tech-support;50.83233::4.33823
Kyle Gilmore;19;Male;Never-married;Adm-clerical;50.84993::4.37219
Kelly Banks;60;Female;Divorced;Other-service;50.97592::4.63575
Dennis Nguyen;42;Male;Married-civ-spouse;Other-service;50.88418::5.67496
Walter Zamora;35;Male;Never-married;Farming-fishing;50.50554::5.12841
Beth Adams MD;48;Female;Never-married;Adm-clerical;50.61510::5.58188
Michael Alexander;51;Male;Married-civ-spouse;Craft-repair;51.00827::4.46894
Jeremy Williams;29;Male;Never-married;Craft-repair;50.66245::4.61075
Nathan Lee;36;Male;Separated;Exec-managerial;51.01109::4.65772
Lori Garrett;17;Female;Never-married;Other-service;50.93772::3.98127
Christy Grimes;52;Female;Divorced;Prof-specialty;51.24547::4.61951
Joshua Snyder;24;Male;Never-married;Craft-repair;50.93724::4.03273
James Brown;24;Male;Married-civ-spouse;Handlers-cleaners;51.19780::3.20146
Jason Juarez;26;Male;Never-married;Prof-specialty;50.66588::4.28419
Stacie Bray;27;Female;Never-married;Other-service;51.14160::4.45526
Bradley Ramos;39;Male;Never-married;Handlers-cleaners;51.08712::3.45126
Jacob Gonzalez;30;Male;Married-civ-spouse;Transport-moving;50.52399::5.18077
Darrell Scott;50;Male;Married-civ-spouse;Exec-managerial;50.87146::4.30424
Mark Shaw;52;Male;Married-civ-spouse;Sales;50.66172::5.51068
Steven Hamilton;46;Male;Married-civ-spouse;Prof-specialty;51.14984::3.95371
Jacqueline Nelson;23;Female;Never-married;Sales;49.84384::5.70597
Kaitlyn Murphy;45;Female;Widowed;Other-service;51.13404::3.04556
Kayla Lucero;65;Female;Widowed;Priv-house-serv;51.09289::4.13544
James Davis;29;Male;Married-civ-spouse;Transport-moving;50.45696::4.09370
Jeffrey Miranda;47;Male;Married-spouse-absent;Handlers-cleaners;50.95813::3.11912
Michael Dillon;30;Male;Never-married;Farming-fishing;50.28636::6.26560
Timothy Schmidt;34;Male;Married-civ-spouse;Sales;50.84658::4.29263
David Ellis DDS;38;Male;Married-civ-spouse;Sales;50.81078::4.35434
Brian Gregory;33;Male;Married-civ-spouse;Exec-managerial;51.25333::4.48842
Christopher Lee;49;Male;Married-civ-spouse;Sales;51.06259::5.08911
Elizabeth Fields;47;Female;Never-married;Other-service;50.93216::3.77088
Misty Simmons;49;Female;Separated;Other-service;50.92527::3.63616
Dale Park;43;Male;Married-civ-spouse;Craft-repair;50.72302::4.51082
Dr. Jessica Wright;30;Female;Married-civ-spouse;Adm-clerical;51.09061::5.26122
Ian Graham;58;Male;Married-civ-spouse;Craft-repair;51.04713::4.50533
Stephanie Shannon;19;Female;Never-married;Other-service;50.43063::4.41660
Anthony Bennett;21;Male;Never-married;Handlers-cleaners;51.18892::4.17607
Mr. Patrick Bailey;33;Male;Married-civ-spouse;Exec-managerial;50.88461::4.72266
Manuel Miller;47;Male;Married-civ-spouse;Transport-moving;51.24424::4.46142
Eric Lopez;52;Male;Married-civ-spouse;Prof-specialty;51.22197::4.19415
Aaron Gonzales;26;Male;Divorced;Craft-repair;50.15895::5.06354
Paul Ewing;60;Male;Married-civ-spouse;Craft-repair;50.40648::4.40600
Bryan James;21;Male;Never-married;Handlers-cleaners;50.82238::4.34336
Shawn Baker;36;Male;Married-civ-spouse;Sales;51.07242::3.68999
Richard Anderson;31;Male;Married-civ-spouse;Craft-repair;51.12682::4.20752
Kyle Dalton;50;Male;Separated;Prof-specialty;51.22655::4.41911
Alexa Andrade;31;Female;Divorced;Adm-clerical;51.30454::4.73835
Michael Graham;71;Male;Married-civ-spouse;Craft-repair;51.23186::4.07832
David Miller;30;Male;Married-civ-spouse;Tech-support;50.86886::4.70312
Bobby White;20;Male;Never-married;Other-service;50.93144::5.40151
James Nichols;24;Male;Never-married;Exec-managerial;50.61957::3.29798
Cody Dodson;35;Male;Married-civ-spouse;Prof-specialty;51.31311::4.58075
Allison Martin;38;Female;Separated;Exec-managerial;50.63012::3.77808
Miss Caitlin Moses;27;Female;Never-married;Machine-op-inspct;51.20918::5.42628
Adriana Ruiz;29;Female;Never-married;Adm-clerical;50.89061::3.42491
Garrett Bentley;34;Male;Married-civ-spouse;Craft-repair;51.21892::3.20549
Samuel Gilmore;44;Male;Married-civ-spouse;Craft-repair;50.86282::4.34291
Dylan Williams;43;Male;Married-civ-spouse;Machine-op-inspct;51.12026::3.72413
James Wallace;44;Male;Married-civ-spouse;Handlers-cleaners;51.22257::4.42359
Thomas Russell;35;Male;Never-married;Sales;50.91754::3.44768
Brian Williams;27;Male;Never-married;Prof-specialty;49.98977::5.78051
Andrew Scott;43;Male;Never-married;Prof-specialty;50.27631::4.56676
Katelyn Thomas;20;Female;Never-married;Sales;50.97540::4.38892
Victoria Green;42;Female;Divorced;Prof-specialty;51.07669::3.68212
Jeremy Avila;27;Male;Married-civ-spouse;Transport-moving;50.48144::4.54698
Jeremy Frey;42;Male;Married-civ-spouse;Craft-repair;50.43393::4.42967
Jeffrey Carlson;24;Male;Never-married;Machine-op-inspct;50.41211::4.51758
William Oconnell PhD;48;Male;Divorced;Exec-managerial;51.22586::4.83876
Jonathan Brooks;17;Male;Never-married;Farming-fishing;50.78937::4.93502
Gregory Ford;33;Male;Married-civ-spouse;Exec-managerial;50.44888::4.88425
Thomas Thomas;50;Male;Married-civ-spouse;Sales;50.90932::5.41984
Mckenzie Savage;22;Female;Never-married;Sales;51.10378::3.98296
Dalton Dixon;17;Male;Never-married;Other-service;51.04506::3.72364
Daniel Jones;32;Male;Married-civ-spouse;Adm-clerical;50.73003::4.32859
Bill Patel;31;Male;Never-married;Craft-repair;50.84484::2.71484
Scott Smith;58;Male;Widowed;Exec-managerial;50.75714::4.38452
Mr. Philip York;29;Male;Never-married;Protective-serv;51.10102::3.21204
Matthew Duffy;37;Male;Married-civ-spouse;Craft-repair;50.88537::4.33965
Richard Jennings;34;Male;Married-civ-spouse;Craft-repair;50.66924::4.60038
David Stokes;23;Male;Separated;Exec-managerial;50.22931::5.34052
Lindsey Cooper;18;Female;Never-married;Adm-clerical;51.20019::5.11042
